dispatching_base_number,date,active_vehicles,trips
B02617,2018-05-13,147,749
B02617,2018-05-14,159,765
B02512,2018-05-15,191,1123
B02512,2018-05-16,217,1244
B02512,2018-05-17,229,1025
B02512,2018-05-18,216,1544
B02512,2018-05-19,207,1590
B02512,2018-05-20,181,1721
B02512,2018-05-21,182,1758
B02598,2018-05-15,157,759
B02598,2018-05-16,160,946
B02598,2018-05-17,176,948
B02598,2018-05-18,179,992
B02598,2018-05-19,182,1136
B02598,2018-05-20,199,1212
B02598,2018-05-21,212,1260
B02617,2018-05-15,102,455
B02617,2018-05-16,108,573
B02617,2018-05-17,120,567
B02617,2018-05-18,132,647
B02617,2018-05-19,131,749
B02617,2018-05-20,148,761
B02617,2018-05-21,164,825
B02512,2018-05-22,191,1113
B02512,2018-05-23,230,1210
B02512,2018-05-24,224,987
B02512,2018-05-25,212,1547
B02512,2018-05-26,209,1591
B02512,2018-05-27,185,1655
B02512,2018-05-28,183,1756
B02598,2018-05-22,157,759
B02598,2018-05-23,150,878
B02598,2018-05-24,168,917
B02598,2018-05-25,180,1017
B02598,2018-05-26,182,1124
B02598,2018-05-27,190,1229
B02598,2018-05-28,202,1298
B02617,2018-05-22,107,520
B02617,2018-05-23,114,512
B02617,2018-05-24,118,568
B02617,2018-05-25,138,606
B02617,2018-05-26,141,745
B02617,2018-05-27,140,711
B02617,2018-05-28,154,789
B02512,2018-05-29,188,1159
B02512,2018-05-30,229,1273
B02512,2018-05-31,233,1017
B02512,2018-06-01,200,1462
B02512,2018-06-02,191,1606
B02512,2018-06-03,175,1679
B02512,2018-06-04,199,1794
B02598,2018-05-29,154,848
B02598,2018-05-30,154,856
B02598,2018-05-31,163,986
B02598,2018-06-01,185,1042
B02598,2018-06-02,183,1084
B02598,2018-06-03,200,1186
B02598,2018-06-04,219,1289
B02617,2018-05-29,107,509
B02617,2018-05-30,112,565
B02617,2018-05-31,112,627
B02617,2018-06-01,129,651
B02617,2018-06-02,142,740
B02617,2018-06-03,151,732
B02617,2018-06-04,150,771
B02512,2018-06-05,181,1177
B02512,2018-06-06,217,1273
B02512,2018-06-07,232,975
B02512,2018-06-08,204,1489
B02512,2018-06-09,198,1631
B02512,2018-06-10,183,1707
B02512,2018-06-11,180,1807
B02598,2018-06-05,149,750
B02598,2018-06-06,167,940
B02598,2018-06-07,165,932
B02598,2018-06-08,170,1012
B02598,2018-06-09,197,1098
B02598,2018-06-10,208,1202
B02598,2018-06-11,202,1343
B02617,2018-06-05,104,513
B02617,2018-06-06,107,546
B02617,2018-06-07,113,593
B02617,2018-06-08,135,696
B02617,2018-06-09,143,677
B02617,2018-06-10,152,780
B02617,2018-06-11,164,772
B02512,2018-06-12,198,1112
B02512,2018-06-13,216,1274
B02512,2018-06-14,233,1044
B02512,2018-06-15,207,1477
B02512,2018-06-16,204,1641
B02512,2018-06-17,188,1656
B02512,2018-06-18,198,1794
B02598,2018-06-12,159,805
B02598,2018-06-13,164,917
B02598,2018-06-14,170,963
B02598,2018-06-15,187,1028
B02598,2018-06-16,187,1083
B02598,2018-06-17,196,1248
B02598,2018-06-18,208,1263
B02617,2018-06-12,101,482
B02617,2018-06-13,105,512
B02617,2018-06-14,126,567
B02617,2018-06-15,129,610
B02617,2018-06-16,130,696
B02617,2018-06-17,141,739
B02617,2018-06-18,162,755
B02512,2018-06-19,196,1153
B02512,2018-06-20,217,1189
B02512,2018-06-21,238,996
B02512,2018-06-22,203,1524
B02512,2018-06-23,204,1638
B02512,2018-06-24,180,1720
B02512,2018-06-25,196,1813
B02598,2018-06-19,149,775
B02598,2018-06-20,168,896
B02598,2018-06-21,170,961
B02598,2018-06-22,187,982
B02598,2018-06-23,192,1096
B02598,2018-06-24,192,1193
B02598,2018-06-25,206,1258
B02617,2018-06-19,109,490
B02617,2018-06-20,103,516
B02617,2018-06-21,111,592
B02617,2018-06-22,125,616
B02617,2018-06-23,138,704
B02617,2018-06-24,155,744
B02617,2018-06-25,156,768
B02512,2018-06-26,193,1091
B02512,2018-06-27,222,1251
B02512,2018-06-28,236,1020
B02512,2018-06-29,201,1510
B02512,2018-06-30,204,1622
B02512,2018-07-01,180,1727
B02512,2018-07-02,185,1847
B02598,2018-06-26,142,763
B02598,2018-06-27,155,852
B02598,2018-06-28,173,948
B02598,2018-06-29,185,1026
B02598,2018-06-30,183,1095
B02598,2018-07-01,204,1164
B02598,2018-07-02,207,1315
B02617,2018-06-26,108,544
B02617,2018-06-27,109,518
B02617,2018-06-28,123,636
B02617,2018-06-29,120,660
B02617,2018-06-30,137,704
B02617,2018-07-01,142,782
B02617,2018-07-02,168,796
B02512,2018-07-03,194,1096
B02512,2018-07-04,232,1194
B02512,2018-07-05,234,1001
B02512,2018-07-06,213,1474
B02512,2018-07-07,190,1601
B02512,2018-07-08,184,1696
B02512,2018-07-09,198,1822
B02598,2018-07-03,158,757
B02598,2018-07-04,162,858
B02598,2018-07-05,161,989
B02598,2018-07-06,181,1045
B02598,2018-07-07,192,1096
B02598,2018-07-08,191,1238
B02598,2018-07-09,201,1296
B02617,2018-07-03,104,536
B02617,2018-07-04,101,591
B02617,2018-07-05,118,550
B02617,2018-07-06,131,670
B02617,2018-07-07,138,683
B02617,2018-07-08,156,773
B02617,2018-07-09,161,759
B02512,2018-07-10,197,1169
B02512,2018-07-11,226,1217
B02512,2018-07-12,235,1025
B02512,2018-07-13,213,1515
B02512,2018-07-14,209,1566
B02512,2018-07-15,189,1695
B02512,2018-07-16,196,1808
B02598,2018-07-10,149,822
B02598,2018-07-11,158,878
B02598,2018-07-12,164,991
B02598,2018-07-13,171,1018
B02598,2018-07-14,186,1124
B02598,2018-07-15,205,1247
B02598,2018-07-16,202,1321
B02617,2018-07-10,94,544
B02617,2018-07-11,114,551
B02617,2018-07-12,113,642
B02617,2018-07-13,138,685
B02617,2018-07-14,144,722
B02617,2018-07-15,143,715
B02617,2018-07-16,163,750
B02512,2018-07-17,198,1112
B02512,2018-07-18,234,1278
B02512,2018-07-19,235,965
B02512,2018-07-20,211,1546
B02512,2018-07-21,190,1603
B02512,2018-07-22,172,1743
B02512,2018-07-23,193,1793
B02598,2018-07-17,157,776
B02598,2018-07-18,157,867
B02598,2018-07-19,161,929
B02598,2018-07-20,189,1016
B02598,2018-07-21,195,1106
B02598,2018-07-22,195,1185
B02598,2018-07-23,214,1339
B02617,2018-07-17,108,450
B02617,2018-07-18,108,530
B02617,2018-07-19,111,620
B02617,2018-07-20,123,676
B02617,2018-07-21,132,665
B02617,2018-07-22,154,739
B02617,2018-07-23,150,818
B02512,2018-07-24,196,1119
B02512,2018-07-25,226,1253
B02512,2018-07-26,234,1025
B02512,2018-07-27,215,1524
B02512,2018-07-28,203,1630
B02512,2018-07-29,182,1742
B02512,2018-07-30,191,1778
B02598,2018-07-24,142,794
B02598,2018-07-25,156,899
B02598,2018-07-26,178,968
B02598,2018-07-27,170,1031
B02598,2018-07-28,196,1092
B02598,2018-07-29,209,1164
B02598,2018-07-30,200,1332
B02617,2018-07-24,104,489
B02617,2018-07-25,116,575
B02617,2018-07-26,122,564
B02617,2018-07-27,133,600
B02617,2018-07-28,139,718
B02617,2018-07-29,145,750
B02617,2018-07-30,167,793
B02512,2018-07-31,190,1131
B02512,2018-08-01,232,1226
B02512,2018-08-02,232,1047
B02512,2018-08-03,200,1548
B02512,2018-08-04,195,1564
B02512,2018-08-05,176,1686
B02512,2018-08-06,199,1802
B02598,2018-07-31,149,764
B02598,2018-08-01,164,940
B02598,2018-08-02,175,920
B02598,2018-08-03,179,1043
B02598,2018-08-04,190,1145
B02598,2018-08-05,194,1198
B02598,2018-08-06,209,1285
B02617,2018-07-31,103,473
B02617,2018-08-01,107,540
B02617,2018-08-02,119,605
B02617,2018-08-03,123,642
B02617,2018-08-04,141,686
B02617,2018-08-05,143,783
B02617,2018-08-06,150,811
B02512,2018-08-07,185,1176
B02512,2018-08-08,223,1258
B02512,2018-08-09,233,979
B02512,2018-08-10,217,1484
B02512,2018-08-11,199,1558
B02512,2018-08-12,171,1686
B02512,2018-08-13,184,1804
B02598,2018-08-07,159,778
B02598,2018-08-08,167,946
B02598,2018-08-09,162,978
B02598,2018-08-10,172,993
B02598,2018-08-11,186,1078
B02598,2018-08-12,197,1204
B02598,2018-08-13,213,1295
B02617,2018-08-07,107,509
B02617,2018-08-08,115,552
B02617,2018-08-09,114,572
B02617,2018-08-10,134,632
B02617,2018-08-11,135,693
B02617,2018-08-12,158,768
B02617,2018-08-13,159,809
B02512,2018-08-14,189,1180
B02512,2018-08-15,215,1218
B02512,2018-08-16,225,971
B02512,2018-08-17,202,1527
B02512,2018-08-18,206,1611
B02512,2018-08-19,187,1704
B02512,2018-08-20,198,1776
B02598,2018-08-14,146,782
B02598,2018-08-15,167,901
B02598,2018-08-16,162,932
B02598,2018-08-17,176,1012
B02598,2018-08-18,180,1112
B02598,2018-08-19,200,1236
B02598,2018-08-20,219,1266
B02617,2018-08-14,96,457
B02617,2018-08-15,117,582
B02617,2018-08-16,117,624
B02617,2018-08-17,134,691
B02617,2018-08-18,148,747
B02617,2018-08-19,149,743
B02617,2018-08-20,154,816
B02512,2018-08-21,185,1102
B02512,2018-08-22,230,1241
B02512,2018-08-23,238,956
B02512,2018-08-24,208,1521
B02512,2018-08-25,206,1595
B02512,2018-08-26,179,1685
B02512,2018-08-27,191,1778
B02598,2018-08-21,152,774
B02598,2018-08-22,163,873
B02598,2018-08-23,163,984
B02598,2018-08-24,174,1036
B02598,2018-08-25,190,1105
B02598,2018-08-26,190,1166
B02598,2018-08-27,212,1298
B02617,2018-08-21,96,549
B02617,2018-08-22,116,595
B02617,2018-08-23,126,577
B02617,2018-08-24,123,601
B02617,2018-08-25,138,673
B02617,2018-08-26,146,787
B02617,2018-08-27,156,773
B02512,2018-08-28,185,1094
B02512,2018-08-29,217,1247
B02512,2018-08-30,227,1028
B02512,2018-08-31,215,1497
B02512,2018-09-01,195,1565
B02512,2018-09-02,183,1661
B02512,2018-09-03,185,1826
B02598,2018-08-28,141,838
B02598,2018-08-29,160,910
B02598,2018-08-30,172,966
B02598,2018-08-31,175,958
B02598,2018-09-01,196,1052
B02598,2018-09-02,203,1178
B02598,2018-09-03,217,1307
B02617,2018-08-28,103,496
B02617,2018-08-29,100,555
B02617,2018-08-30,128,622
B02617,2018-08-31,126,662
B02617,2018-09-01,146,662
B02617,2018-09-02,144,709
B02617,2018-09-03,157,829
B02512,2018-09-04,195,1145
B02512,2018-09-05,231,1210
B02512,2018-09-06,233,1022
B02512,2018-09-07,201,1505
B02512,2018-09-08,196,1643
B02512,2018-09-09,188,1671
B02512,2018-09-10,186,1825
B02598,2018-09-04,152,774
B02598,2018-09-05,169,919
B02598,2018-09-06,178,909
B02598,2018-09-07,171,953
B02598,2018-09-08,187,1095
B02598,2018-09-09,191,1159
B02598,2018-09-10,211,1293
B02617,2018-09-04,92,540
B02617,2018-09-05,114,516
B02617,2018-09-06,120,630
B02617,2018-09-07,133,682
B02617,2018-09-08,138,739
B02617,2018-09-09,159,708
B02617,2018-09-10,169,755
B02512,2018-09-11,195,1102
B02512,2018-09-12,226,1181
B02512,2018-09-13,225,976
B02512,2018-09-14,200,1460
B02512,2018-09-15,209,1561
B02512,2018-09-16,174,1665
B02512,2018-09-17,193,1813
B02598,2018-09-11,144,849
B02598,2018-09-12,168,924
B02598,2018-09-13,176,985
B02598,2018-09-14,172,1004
B02598,2018-09-15,194,1070
B02598,2018-09-16,203,1198
B02598,2018-09-17,206,1276
B02617,2018-09-11,100,474
B02617,2018-09-12,105,568
B02617,2018-09-13,124,581
B02617,2018-09-14,134,696
B02617,2018-09-15,135,659
B02617,2018-09-16,147,713
B02617,2018-09-17,165,829
B02512,2018-09-18,199,1149
B02512,2018-09-19,217,1190
B02512,2018-09-20,226,1004
B02512,2018-09-21,211,1467
B02512,2018-09-22,196,1636
B02512,2018-09-23,176,1703
B02512,2018-09-24,192,1824
B02598,2018-09-18,155,819
B02598,2018-09-19,153,859
B02598,2018-09-20,177,914
B02598,2018-09-21,184,1020
B02598,2018-09-22,196,1085
B02598,2018-09-23,207,1201
B02598,2018-09-24,202,1290
B02617,2018-09-18,101,529
B02617,2018-09-19,116,509
B02617,2018-09-20,121,583
B02617,2018-09-21,123,656
B02617,2018-09-22,131,703
B02617,2018-09-23,150,795
B02617,2018-09-24,158,837
B02512,2018-09-25,180,1136
B02512,2018-09-26,222,1242
B02512,2018-09-27,235,1018
B02512,2018-09-28,207,1527
B02512,2018-09-29,192,1571
B02512,2018-09-30,175,1686
B02512,2018-10-01,184,1765
B02598,2018-09-25,143,800
B02598,2018-09-26,151,935
B02598,2018-09-27,179,929
B02598,2018-09-28,182,983
B02598,2018-09-29,184,1145
B02598,2018-09-30,193,1227
B02598,2018-10-01,214,1345
B02617,2018-09-25,101,451
B02617,2018-09-26,118,546
B02617,2018-09-27,127,585
B02617,2018-09-28,120,629
B02617,2018-09-29,142,714
B02617,2018-09-30,145,739
B02617,2018-10-01,153,800
B02512,2018-10-02,183,1178
B02512,2018-10-03,221,1243
B02512,2018-10-04,233,996
B02512,2018-10-05,205,1502
B02512,2018-10-06,191,1561
B02512,2018-10-07,183,1743
B02512,2018-10-08,192,1760
B02598,2018-10-02,144,786
B02598,2018-10-03,161,852
B02598,2018-10-04,171,972
B02598,2018-10-05,183,1028
B02598,2018-10-06,195,1057
B02598,2018-10-07,195,1152
B02598,2018-10-08,215,1321
B02617,2018-10-02,96,530
B02617,2018-10-03,106,506
B02617,2018-10-04,125,612
B02617,2018-10-05,138,669
B02617,2018-10-06,149,724
B02617,2018-10-07,153,754
B02617,2018-10-08,163,760
B02512,2018-10-09,188,1139
B02512,2018-10-10,216,1181
B02512,2018-10-11,222,1001
B02512,2018-10-12,209,1462
B02512,2018-10-13,201,1642
B02512,2018-10-14,178,1661
B02512,2018-10-15,189,1802
B02598,2018-10-09,152,788
B02598,2018-10-10,153,949
B02598,2018-10-11,174,958
B02598,2018-10-12,171,986
B02598,2018-10-13,195,1099
B02598,2018-10-14,200,1224
B02598,2018-10-15,216,1268
B02617,2018-10-09,99,543
B02617,2018-10-10,115,587
B02617,2018-10-11,110,588
B02617,2018-10-12,122,693
B02617,2018-10-13,147,715
B02617,2018-10-14,153,795
B02617,2018-10-15,154,829
B02512,2018-10-16,197,1154
B02512,2018-10-17,226,1244
B02512,2018-10-18,230,958
B02512,2018-10-19,204,1494
B02512,2018-10-20,201,1617
B02512,2018-10-21,174,1737
B02512,2018-10-22,193,1793
B02598,2018-10-16,149,794
B02598,2018-10-17,164,879
B02598,2018-10-18,171,941
B02598,2018-10-19,183,952
B02598,2018-10-20,182,1108
B02598,2018-10-21,202,1193
B02598,2018-10-22,210,1315
B02617,2018-10-16,92,512
B02617,2018-10-17,107,524
B02617,2018-10-18,129,608
B02617,2018-10-19,137,646
B02617,2018-10-20,148,668
B02617,2018-10-21,142,759
B02617,2018-10-22,158,827
B02512,2018-10-23,192,1134
B02512,2018-10-24,224,1276
B02512,2018-10-25,223,1018
B02512,2018-10-26,219,1533
B02512,2018-10-27,204,1585
B02512,2018-10-28,177,1734
B02512,2018-10-29,186,1824
B02598,2018-10-23,149,828
B02598,2018-10-24,163,914
B02598,2018-10-25,161,920
B02598,2018-10-26,177,992
B02598,2018-10-27,197,1070
B02598,2018-10-28,200,1232
B02598,2018-10-29,202,1318
B02617,2018-10-23,108,507
B02617,2018-10-24,108,502
B02617,2018-10-25,112,603
B02617,2018-10-26,121,600
B02617,2018-10-27,149,687
B02617,2018-10-28,151,751
B02617,2018-10-29,159,834
B02512,2018-10-30,187,1157
B02512,2018-10-31,217,1208
B02512,2018-11-01,226,983
B02512,2018-11-02,200,1465
B02512,2018-11-03,208,1612
B02512,2018-11-04,176,1749
B02512,2018-11-05,185,1774
B02598,2018-10-30,141,815
B02598,2018-10-31,167,854
B02598,2018-11-01,164,921
B02598,2018-11-02,184,1013
B02598,2018-11-03,199,1101
B02598,2018-11-04,209,1153
B02598,2018-11-05,219,1280
B02617,2018-10-30,106,472
B02617,2018-10-31,114,542
B02617,2018-11-01,116,623
B02617,2018-11-02,138,699
B02617,2018-11-03,147,735
B02617,2018-11-04,142,759
B02617,2018-11-05,154,834
B02512,2018-11-06,190,1172
B02512,2018-11-07,233,1211
B02512,2018-11-08,233,978
B02512,2018-11-09,205,1545
B02512,2018-11-10,206,1640
B02512,2018-11-11,185,1679
B02512,2018-11-12,183,1827
B02598,2018-11-06,145,832
B02598,2018-11-07,151,901
B02598,2018-11-08,179,913
B02598,2018-11-09,170,1029
B02598,2018-11-10,194,1144
B02598,2018-11-11,204,1151
B02598,2018-11-12,215,1278
B02617,2018-11-06,100,490
B02617,2018-11-07,119,585
B02617,2018-11-08,127,561
B02617,2018-11-09,139,694
B02617,2018-11-10,145,740
B02617,2018-11-11,150,710
B02617,2018-11-12,150,814
B02512,2018-11-13,185,1095
B02512,2018-11-14,223,1276
B02512,2018-11-15,235,1023
B02512,2018-11-16,203,1494
B02512,2018-11-17,196,1554
B02512,2018-11-18,173,1683
B02512,2018-11-19,197,1784
B02598,2018-11-13,152,845
B02598,2018-11-14,160,852
B02598,2018-11-15,164,937
B02598,2018-11-16,179,1002
B02598,2018-11-17,190,1129
B02598,2018-11-18,203,1194
B02598,2018-11-19,214,1330
B02617,2018-11-13,100,544
B02617,2018-11-14,110,561
B02617,2018-11-15,112,613
B02617,2018-11-16,132,606
B02617,2018-11-17,137,689
B02617,2018-11-18,157,765
B02617,2018-11-19,153,791
B02512,2018-11-20,186,1120
B02512,2018-11-21,215,1183
B02512,2018-11-22,225,1041
B02512,2018-11-23,211,1463
B02512,2018-11-24,192,1610
B02512,2018-11-25,185,1687
B02512,2018-11-26,184,1751
B02598,2018-11-20,147,831
B02598,2018-11-21,168,931
B02598,2018-11-22,162,907
B02598,2018-11-23,171,992
B02598,2018-11-24,194,1128
B02598,2018-11-25,201,1245
B02598,2018-11-26,212,1290
B02617,2018-11-20,104,535
B02617,2018-11-21,119,547
B02617,2018-11-22,127,611
B02617,2018-11-23,139,631
B02617,2018-11-24,137,678
B02617,2018-11-25,155,745
B02617,2018-11-26,152,806
B02512,2018-11-27,198,1136
B02512,2018-11-28,223,1256
B02512,2018-11-29,234,1008
B02512,2018-11-30,213,1505
B02512,2018-12-01,201,1605
B02512,2018-12-02,179,1699
B02512,2018-12-03,183,1784
B02598,2018-11-27,158,843
B02598,2018-11-28,154,910
B02598,2018-11-29,166,941
B02598,2018-11-30,173,1007
B02598,2018-12-01,192,1054
B02598,2018-12-02,205,1198
B02598,2018-12-03,201,1262
B02617,2018-11-27,103,536
B02617,2018-11-28,100,554
B02617,2018-11-29,121,645
B02617,2018-11-30,135,633
B02617,2018-12-01,146,682
B02617,2018-12-02,157,741
B02617,2018-12-03,160,840
B02512,2018-12-04,188,1169
B02512,2018-12-05,234,1271
B02512,2018-12-06,230,1015
B02512,2018-12-07,216,1471
B02512,2018-12-08,197,1558
B02512,2018-12-09,185,1655
B02512,2018-12-10,184,1789
B02598,2018-12-04,155,795
B02598,2018-12-05,150,931
B02598,2018-12-06,172,998
B02598,2018-12-07,181,981
B02598,2018-12-08,199,1120
B02598,2018-12-09,202,1230
B02598,2018-12-10,205,1278
B02617,2018-12-04,94,501
B02617,2018-12-05,113,562
B02617,2018-12-06,117,573
B02617,2018-12-07,136,691
B02617,2018-12-08,139,722
B02617,2018-12-09,159,725
B02617,2018-12-10,169,773
B02512,2018-12-11,198,1143
B02512,2018-12-12,230,1278
B02512,2018-12-13,232,970
B02512,2018-12-14,201,1456
B02512,2018-12-15,205,1618
B02512,2018-12-16,176,1709
B02512,2018-12-17,180,1775
B02598,2018-12-11,140,763
B02598,2018-12-12,162,866
B02598,2018-12-13,176,966
B02598,2018-12-14,181,996
B02598,2018-12-15,185,1077
B02598,2018-12-16,199,1182
B02598,2018-12-17,200,1309
B02617,2018-12-11,99,474
B02617,2018-12-12,112,527
B02617,2018-12-13,115,559
B02617,2018-12-14,121,671
B02617,2018-12-15,130,695
B02617,2018-12-16,149,737
B02617,2018-12-17,159,772
B02512,2018-12-18,184,1107
B02512,2018-12-19,227,1254
B02512,2018-12-20,220,998
B02512,2018-12-21,204,1494
B02512,2018-12-22,191,1592
B02512,2018-12-23,170,1731
B02512,2018-12-24,192,1765
B02598,2018-12-18,140,767
B02598,2018-12-19,156,942
B02598,2018-12-20,167,995
B02598,2018-12-21,186,986
B02598,2018-12-22,181,1058
B02598,2018-12-23,207,1218
B02598,2018-12-24,219,1299
B02617,2018-12-18,100,477
B02617,2018-12-19,104,510
B02617,2018-12-20,113,563
B02617,2018-12-21,137,676
B02617,2018-12-22,138,709
B02617,2018-12-23,146,740
B02617,2018-12-24,161,771
B02512,2018-12-25,199,1158
B02512,2018-12-26,224,1264
B02512,2018-12-27,232,984
B02512,2018-12-28,203,1516
B02512,2018-12-29,198,1589
B02512,2018-12-30,174,1658
B02512,2018-12-31,181,1819
B02598,2018-12-25,157,803
B02598,2018-12-26,153,935
B02598,2018-12-27,165,934
B02598,2018-12-28,172,1026
B02598,2018-12-29,181,1090
B02598,2018-12-30,196,1233
B02598,2018-12-31,213,1255
B02617,2018-12-25,94,450
B02617,2018-12-26,106,532
B02617,2018-12-27,118,565
B02617,2018-12-28,120,602
B02617,2018-12-29,135,704
B02617,2018-12-30,155,721
B02617,2018-12-31,153,836
B02512,2019-01-01,188,1163
B02512,2019-01-02,230,1231
B02512,2019-01-03,224,1007
B02512,2019-01-04,215,1530
B02512,2019-01-05,206,1628
B02512,2019-01-06,172,1654
B02512,2019-01-07,192,1816
B02598,2019-01-01,140,779
B02598,2019-01-02,160,930
B02598,2019-01-03,174,998
B02598,2019-01-04,186,1033
B02598,2019-01-05,197,1104
B02598,2019-01-06,194,1211
B02598,2019-01-07,211,1277
B02617,2019-01-01,109,474
B02617,2019-01-02,113,596
B02617,2019-01-03,125,580
B02617,2019-01-04,134,664
B02617,2019-01-05,142,717
B02617,2019-01-06,142,718
B02617,2019-01-07,155,799
B02512,2019-01-08,198,1087
B02512,2019-01-09,224,1195
B02512,2019-01-10,226,1029
B02512,2019-01-11,211,1485
B02512,2019-01-12,190,1620
B02512,2019-01-13,179,1696
B02512,2019-01-14,190,1804
B02598,2019-01-08,140,783
B02598,2019-01-09,166,949
B02598,2019-01-10,171,906
B02598,2019-01-11,179,964
B02598,2019-01-12,195,1131
B02598,2019-01-13,198,1189
B02598,2019-01-14,208,1345
B02617,2019-01-08,94,506
B02617,2019-01-09,107,501
B02617,2019-01-10,123,639
B02617,2019-01-11,138,654
B02617,2019-01-12,131,679
B02617,2019-01-13,158,778
B02617,2019-01-14,165,818
B02512,2019-01-15,189,1176
B02512,2019-01-16,222,1194
B02512,2019-01-17,231,1032
B02512,2019-01-18,204,1536
B02512,2019-01-19,192,1601
B02512,2019-01-20,172,1662
B02512,2019-01-21,197,1765
B02598,2019-01-15,156,836
B02598,2019-01-16,150,940
B02598,2019-01-17,177,925
B02598,2019-01-18,172,1045
B02598,2019-01-19,182,1092
B02598,2019-01-20,193,1172
B02598,2019-01-21,215,1323
B02617,2019-01-15,99,531
B02617,2019-01-16,106,534
B02617,2019-01-17,119,648
B02617,2019-01-18,122,627
B02617,2019-01-19,145,738
B02617,2019-01-20,145,731
B02617,2019-01-21,160,806
B02512,2019-01-22,187,1136
B02512,2019-01-23,229,1262
B02512,2019-01-24,232,975
B02512,2019-01-25,202,1494
B02512,2019-01-26,201,1596
B02512,2019-01-27,179,1702
B02512,2019-01-28,198,1776
B02598,2019-01-22,152,840
B02598,2019-01-23,151,885
B02598,2019-01-24,167,926
B02598,2019-01-25,180,1007
B02598,2019-01-26,187,1144
B02598,2019-01-27,196,1156
B02598,2019-01-28,207,1335
B02617,2019-01-22,101,455
B02617,2019-01-23,100,512
B02617,2019-01-24,125,556
B02617,2019-01-25,138,673
B02617,2019-01-26,146,715
B02617,2019-01-27,146,746
B02617,2019-01-28,155,777
B02512,2019-01-29,183,1111
B02512,2019-01-30,220,1227
B02512,2019-01-31,237,1000
B02512,2019-02-01,202,1530
B02512,2019-02-02,199,1551
B02512,2019-02-03,176,1720
B02512,2019-02-04,199,1829
B02598,2019-01-29,145,785
B02598,2019-01-30,158,900
B02598,2019-01-31,177,906
B02598,2019-02-01,186,1047
B02598,2019-02-02,195,1118
B02598,2019-02-03,201,1220
B02598,2019-02-04,203,1338
B02617,2019-01-29,95,512
B02617,2019-01-30,110,535
B02617,2019-01-31,111,642
B02617,2019-02-01,137,654
B02617,2019-02-02,143,692
B02617,2019-02-03,151,713
B02617,2019-02-04,168,843
B02512,2019-02-05,181,1116
B02512,2019-02-06,229,1225
B02512,2019-02-07,237,1019
B02512,2019-02-08,216,1484
B02512,2019-02-09,204,1641
B02512,2019-02-10,184,1744
B02512,2019-02-11,181,1846
B02598,2019-02-05,158,848
B02598,2019-02-06,153,904
B02598,2019-02-07,163,940
B02598,2019-02-08,182,1007
B02598,2019-02-09,198,1137
B02598,2019-02-10,205,1212
B02598,2019-02-11,204,1304
B02617,2019-02-05,98,536
B02617,2019-02-06,107,538
B02617,2019-02-07,122,564
B02617,2019-02-08,135,678
B02617,2019-02-09,149,723
B02617,2019-02-10,144,762
B02617,2019-02-11,161,761
B02512,2019-02-12,181,1089
B02512,2019-02-13,233,1224
B02512,2019-02-14,231,1032
B02512,2019-02-15,216,1516
B02512,2019-02-16,197,1638
B02512,2019-02-17,179,1674
B02512,2019-02-18,193,1753
B02598,2019-02-12,143,763
B02598,2019-02-13,164,860
B02598,2019-02-14,166,969
B02598,2019-02-15,175,1021
B02598,2019-02-16,185,1124
B02598,2019-02-17,197,1191
B02598,2019-02-18,207,1269
B02617,2019-02-12,96,512
B02617,2019-02-13,118,575
B02617,2019-02-14,121,629
B02617,2019-02-15,120,630
B02617,2019-02-16,147,685
B02617,2019-02-17,149,721
B02617,2019-02-18,150,791
B02512,2019-02-19,194,1119
B02512,2019-02-20,221,1246
B02512,2019-02-21,235,952
B02512,2019-02-22,214,1531
B02512,2019-02-23,198,1634
B02512,2019-02-24,184,1722
B02512,2019-02-25,188,1836
B02598,2019-02-19,146,823
B02598,2019-02-20,165,871
B02598,2019-02-21,175,980
B02598,2019-02-22,174,967
B02598,2019-02-23,180,1119
B02598,2019-02-24,190,1219
B02598,2019-02-25,209,1321
B02617,2019-02-19,104,506
B02617,2019-02-20,115,588
B02617,2019-02-21,115,552
B02617,2019-02-22,126,691
B02617,2019-02-23,145,712
B02617,2019-02-24,144,789
B02617,2019-02-25,150,770
B02512,2019-02-26,197,1180
B02512,2019-02-27,228,1180
B02512,2019-02-28,225,1001
B02512,2019-03-01,217,1453
B02512,2019-03-02,207,1562
B02512,2019-03-03,177,1701
B02512,2019-03-04,189,1764
B02598,2019-02-26,152,762
B02598,2019-02-27,165,863
B02598,2019-02-28,174,928
B02598,2019-03-01,173,1030
B02598,2019-03-02,181,1141
B02598,2019-03-03,204,1182
B02598,2019-03-04,206,1270
B02617,2019-02-26,100,452
B02617,2019-02-27,111,538
B02617,2019-02-28,116,563
B02617,2019-03-01,135,675
B02617,2019-03-02,133,727
B02617,2019-03-03,140,740
B02617,2019-03-04,156,798
B02512,2019-03-05,192,1112
B02512,2019-03-06,220,1220
B02512,2019-03-07,238,980
B02512,2019-03-08,209,1547
B02512,2019-03-09,197,1627
B02512,2019-03-10,179,1709
B02512,2019-03-11,192,1822
B02598,2019-03-05,156,820
B02598,2019-03-06,155,946
B02598,2019-03-07,175,921
B02598,2019-03-08,185,1001
B02598,2019-03-09,183,1116
B02598,2019-03-10,204,1235
B02598,2019-03-11,217,1272
B02617,2019-03-05,107,541
B02617,2019-03-06,109,553
B02617,2019-03-07,114,583
B02617,2019-03-08,123,685
